data,confidence,fold
test-OOD,0.72280973,2
test-OOD,0.9145648,2
test-OOD,0.94905406,2
test-OOD,0.8748462,2
test-OOD,0.36846384,2
test-OOD,0.4105029,2
test-OOD,0.93510187,2
test-OOD,0.4337359,2
test-OOD,0.8882208,2
test-OOD,0.24469958,2
test-OOD,0.9704992,2
test-OOD,0.9427324,2
test-OOD,0.92569405,2
test-OOD,0.4236269,2
test-OOD,0.57949054,2
test-OOD,0.4038188,2
test-OOD,0.56385195,2
test-OOD,0.91804326,2
test-OOD,0.93481064,2
test-OOD,0.6989587,2
test-OOD,0.6329725,2
test-OOD,0.3983376,2
test-OOD,0.66614693,2
test-OOD,0.30316928,2
test-OOD,0.60921305,2
test-OOD,0.93385047,2
test-OOD,0.5259383,2
test-OOD,0.776861,2
test-OOD,0.2100881,2
test-OOD,0.27268684,2
test-OOD,0.5992881,2
test-OOD,0.5495035,2
test-OOD,0.4402575,2
test-OOD,0.5361867,2
test-OOD,0.27492347,2
test-OOD,0.5307759,2
test-OOD,0.62598574,2
test-OOD,0.43419465,2
test-OOD,0.6271776,2
test-OOD,0.36124974,2
test-OOD,0.3584957,2
test-OOD,0.4611134,2
test-OOD,0.5106838,2
test-OOD,0.34353906,2
test-OOD,0.31138355,2
test-OOD,0.88314945,2
test-OOD,0.5565165,2
test-OOD,0.5199547,2
test-OOD,0.3014261,2
test-OOD,0.37214294,2
test-OOD,0.36680236,2
test-OOD,0.4899317,2
test-OOD,0.34278864,2
test-OOD,0.7403737,2
test-OOD,0.45887187,2
test-OOD,0.6556668,2
test-OOD,0.28022212,2
test-OOD,0.28284726,2
test-OOD,0.50599587,2
test-OOD,0.68298125,2
test-OOD,0.13478516,2
test-OOD,0.4405561,2
test-OOD,0.15818135,2
test-OOD,0.40548092,2
test-OOD,0.42206153,2
test-OOD,0.40789688,2
test-OOD,0.5644753,2
test-OOD,0.5001411,2
test-OOD,0.39274746,2
test-OOD,0.85610324,2
test-OOD,0.2940377,2
test-OOD,0.68585587,2
test-OOD,0.35230353,2
test-OOD,0.31135914,2
test-OOD,0.66930544,2
test-OOD,0.4669329,2
test-OOD,0.17874771,2
test-OOD,0.2224899,2
test-OOD,0.9168999,2
test-OOD,0.6825754,2
test-OOD,0.5563757,2
test-OOD,0.8783272,2
test-OOD,0.6522185,2
test-OOD,0.9391993,2
test-OOD,0.4796607,2
test-OOD,0.44769004,2
test-OOD,0.3426134,2
test-OOD,0.5225057,2
test-OOD,0.47298843,2
test-OOD,0.3782099,2
test-OOD,0.3726323,2
test-OOD,0.10920814,2
test-OOD,0.4886803,2
test-OOD,0.6003963,2
test-OOD,0.5844921,2
test-OOD,0.41399762,2
test-OOD,0.82852423,2
test-OOD,0.68465185,2
test-OOD,0.5929674,2
test-OOD,0.38872564,2
test-OOD,0.2841612,2
test-OOD,0.8189145,2
test-OOD,0.9660243,2
test-OOD,0.5221086,2
test-OOD,0.58815634,2
test-OOD,0.6867948,2
test-OOD,0.530729,2
test-OOD,0.45675492,2
test-OOD,0.22519214,2
test-OOD,0.49887365,2
test-OOD,0.44855124,2
test-OOD,0.41661358,2
test-OOD,0.43496066,2
test-OOD,0.5527301,2
test-OOD,0.6848295,2
test-OOD,0.14937522,2
test-OOD,0.29416272,2
test-OOD,0.192628,2
test-OOD,0.20647085,2
test-OOD,0.12387814,2
test-OOD,0.28280953,2
test-OOD,0.72868615,2
test-OOD,0.35392112,2
test-OOD,0.5136894,2
test-OOD,0.4943908,2
test-OOD,0.66124237,2
test-OOD,0.47281504,2
test-OOD,0.64817107,2
test-OOD,0.28751427,2
test-OOD,0.22556835,2
test-OOD,0.36870098,2
test-OOD,0.58985555,2
test-OOD,0.29942566,2
test-OOD,0.25818136,2
test-OOD,0.90218306,2
test-OOD,0.2601709,2
test-OOD,0.50972533,2
test-OOD,0.3847064,2
test-OOD,0.63074255,2
test-OOD,0.32154644,2
test-OOD,0.59261155,2
test-OOD,0.44822976,2
test-OOD,0.39305276,2
test-OOD,0.6005036,2
test-OOD,0.7764078,2
test-OOD,0.46974325,2
test-OOD,0.49268454,2
test-OOD,0.860951,2
test-OOD,0.2865999,2
test-OOD,0.3895624,2
test-OOD,0.17284678,2
test-OOD,0.35383886,2
test-OOD,0.5586844,2
test-OOD,0.77441144,2
test-OOD,0.53577095,2
test-OOD,0.49206913,2
test-OOD,0.20859165,2
test-OOD,0.48494405,2
test-OOD,0.2328738,2
test-OOD,0.14759222,2
test-OOD,0.3819917,2
test-OOD,0.5823093,2
test-OOD,0.64331925,2
test-OOD,0.55948055,2
test-OOD,0.22380395,2
test-OOD,0.20221004,2
test-OOD,0.22797233,2
test-OOD,0.25628808,2
test-OOD,0.783773,2
test-OOD,0.72874254,2
test-OOD,0.40995702,2
test-OOD,0.50561035,2
test-OOD,0.44325882,2
test-OOD,0.24876153,2
test-OOD,0.47761047,2
test-OOD,0.5391764,2
test-OOD,0.26839417,2
test-OOD,0.65255755,2
test-OOD,0.38879678,2
test-OOD,0.5480793,2
test-OOD,0.55105513,2
test-OOD,0.37356675,2
test-OOD,0.8123429,2
test-OOD,0.34176618,2
test-OOD,0.40473804,2
test-OOD,0.49273834,2
test-OOD,0.639975,2
test-OOD,0.5952747,2
test-OOD,0.4172256,2
test-OOD,0.35493547,2
test-OOD,0.9648355,2
test-OOD,0.9407154,2
test-OOD,0.7053132,2
test-OOD,0.37649995,2
test-OOD,0.6766783,2
test-OOD,0.40375426,2
test-OOD,0.52137005,2
test-OOD,0.60489786,2
test-OOD,0.5281392,2
test-OOD,0.43736106,2
test-OOD,0.4416032,2
test-OOD,0.3353247,2
test-OOD,0.3927511,2
test-OOD,0.65361685,2
test-OOD,0.6583513,2
test-OOD,0.23940301,2
test-OOD,0.9078727,2
test-OOD,0.21215028,2
test-OOD,0.29631925,2
test-OOD,0.34292713,2
test-OOD,0.39265984,2
test-OOD,0.61966,2
test-OOD,0.58745146,2
test-OOD,0.5011296,2
test-OOD,0.1692613,2
test-OOD,0.42969242,2
test-OOD,0.5583056,2
test-OOD,0.58090067,2
test-OOD,0.5518911,2
test-OOD,0.57996595,2
test-OOD,0.54180443,2
test-OOD,0.75443745,2
test-OOD,0.6320655,2
test-OOD,0.5128099,2
test-OOD,0.93276167,2
test-OOD,0.8401323,2
test-OOD,0.38270816,2
test-OOD,0.58096933,2
test-OOD,0.3118475,2
test-OOD,0.40583974,2
test-OOD,0.40031463,2
test-OOD,0.50856364,2
test-OOD,0.62464345,2
test-OOD,0.82063055,2
test-OOD,0.9522753,2
test-OOD,0.62653214,2
test-OOD,0.37159985,2
test-OOD,0.40570945,2
test-OOD,0.2937277,2
test-OOD,0.2933034,2
test-OOD,0.37752435,2
test-OOD,0.48603758,2
test-OOD,0.7438313,2
test-OOD,0.5129982,2
test-OOD,0.647593,2
test-OOD,0.31167057,2
test-OOD,0.47282428,2
test-OOD,0.8560321,2
test-OOD,0.63985354,2
test-OOD,0.17250629,2
test-OOD,0.32911196,2
test-OOD,0.12863784,2
test-OOD,0.34228504,2
test-OOD,0.92258894,2
test-OOD,0.58589125,2
test-OOD,0.237927,2
test-OOD,0.78759885,2
test-OOD,0.32499656,2
test-OOD,0.5306201,2
test-OOD,0.52556753,2
test-OOD,0.4934519,2
test-OOD,0.54601884,2
test-OOD,0.26967937,2
test-OOD,0.773086,2
test-OOD,0.3068514,2
test-OOD,0.32837436,2
test-OOD,0.477755,2
test-OOD,0.55611837,2
test-OOD,0.8861858,2
test-OOD,0.5067474,2
test-OOD,0.95539504,2
test-OOD,0.58723617,2
test-OOD,0.9645677,2
test-OOD,0.78612614,2
test-OOD,0.7812345,2
test-OOD,0.14425343,2
test-OOD,0.39559513,2
test-OOD,0.39022887,2
test-OOD,0.56896454,2
test-OOD,0.2624772,2
test-OOD,0.3664893,2
test-OOD,0.522861,2
test-OOD,0.7602772,2
test-OOD,0.26659364,2
test-OOD,0.7916231,2
test-OOD,0.87884957,2
test-OOD,0.8229461,2
test-OOD,0.39176673,2
test-OOD,0.91853493,2
test-OOD,0.49478108,2
test-OOD,0.9269082,2
test-OOD,0.6675648,2
test-OOD,0.4788436,2
test-OOD,0.9282509,2
test-OOD,0.35364652,2
test-OOD,0.33397168,2
test-OOD,0.28187013,2
test-OOD,0.3120712,2
test-OOD,0.5924797,2
test-OOD,0.70318544,2
test-OOD,0.39832294,2
test-OOD,0.5668945,2
test-OOD,0.9393945,2
test-OOD,0.44329172,2
test-OOD,0.8008296,2
test-OOD,0.85543585,2
test-OOD,0.6542936,2
test-OOD,0.90241164,2
test-OOD,0.75510085,2
test-OOD,0.658518,2
test-OOD,0.72942805,2
test-OOD,0.4699967,2
test-OOD,0.6066069,2
test-OOD,0.5288334,2
test-OOD,0.63914746,2
test-OOD,0.79007506,2
test-OOD,0.8958954,2
test-OOD,0.8119217,2
test-OOD,0.91362834,2
test-OOD,0.92027605,2
test-OOD,0.7328414,2
test-OOD,0.7702496,2
test-OOD,0.8134878,2
test-OOD,0.7756367,2
test-OOD,0.70950806,2
test-OOD,0.29566294,2
test-OOD,0.75925326,2
test-OOD,0.80762625,2
test-OOD,0.5981979,2
test-OOD,0.6806358,2
test-OOD,0.653742,2
test-OOD,0.37386537,2
test-OOD,0.7297528,2
test-OOD,0.36990815,2
test-OOD,0.5933053,2
test-OOD,0.5753093,2
test-OOD,0.17558151,2
test-OOD,0.70738745,2
test-OOD,0.28550887,2
test-OOD,0.6094483,2
test-OOD,0.58258605,2
test-OOD,0.44843113,2
test-OOD,0.37233993,2
test-OOD,0.63979197,2
test-OOD,0.87577987,2
test-OOD,0.30832362,2
test-OOD,0.8764039,2
test-OOD,0.291597,2
test-OOD,0.3076432,2
test-OOD,0.22812428,2
test-OOD,0.55274975,2
test-OOD,0.50158226,2
test-OOD,0.6845535,2
test-OOD,0.33341452,2
test-OOD,0.26952404,2
test-OOD,0.3377545,2
test-OOD,0.25872463,2
test-OOD,0.34688705,2
test-OOD,0.5937546,2
test-OOD,0.48884943,2
test-OOD,0.25896245,2
test-OOD,0.8942071,2
test-OOD,0.5185648,2
test-OOD,0.53576314,2
test-OOD,0.63652456,2
test-OOD,0.69549376,2
test-OOD,0.494496,2
test-OOD,0.12932369,2
test-OOD,0.32107025,2
test-OOD,0.35566294,2
test-OOD,0.27309093,2
test-OOD,0.16792686,2
test-OOD,0.7291732,2
test-OOD,0.88333666,2
test-OOD,0.84871185,2
test-OOD,0.69203985,2
test-OOD,0.8370342,2
test-OOD,0.90514815,2
test-OOD,0.43826663,2
test-OOD,0.5845454,2
test-OOD,0.65631783,2
test-OOD,0.8934605,2
test-OOD,0.24520026,2
test-OOD,0.7485172,2
test-OOD,0.9169925,2
test-OOD,0.44631904,2
test-OOD,0.93999857,2
test-OOD,0.5752195,2
test-OOD,0.4422546,2
test-OOD,0.13842537,2
test-OOD,0.7348574,2
test-OOD,0.74860543,2
test-OOD,0.31672323,2
test-OOD,0.4160657,2
test-OOD,0.83408475,2
test-OOD,0.66891426,2
test-OOD,0.71494853,2
test-OOD,0.1368037,2
test-OOD,0.63448036,2
test-OOD,0.8408698,2
test-OOD,0.61205995,2
test-OOD,0.42237675,2
test-OOD,0.6528637,2
test-OOD,0.8667083,2
test-OOD,0.84271663,2
test-OOD,0.4763186,2
test-OOD,0.33961758,2
test-OOD,0.47444606,2
test-OOD,0.5991274,2
test-OOD,0.3509976,2
test-OOD,0.7245295,2
test-OOD,0.376504,2
test-OOD,0.59218335,2
test-OOD,0.6494956,2
test-OOD,0.44722074,2
test-OOD,0.5972024,2
test-OOD,0.5195057,2
test-OOD,0.4236523,2
test-OOD,0.50058174,2
test-OOD,0.37222832,2
test-OOD,0.5771874,2
test-OOD,0.37369543,2
test-OOD,0.79145396,2
test-OOD,0.21660739,2
test-OOD,0.5623348,2
test-OOD,0.22856855,2
test-OOD,0.8756733,2
test-OOD,0.7142731,2
test-OOD,0.44226646,2
test-OOD,0.3084453,2
test-OOD,0.34990484,2
test-OOD,0.27110013,2
test-OOD,0.5758696,2
test-OOD,0.64545995,2
test-OOD,0.75673795,2
test-OOD,0.7609549,2
test-OOD,0.65167415,2
test-OOD,0.39080068,2
test-OOD,0.9042067,2
test-OOD,0.28200457,2
test-OOD,0.34238404,2
test-OOD,0.20074399,2
test-OOD,0.20557603,2
test-OOD,0.4621666,2
test-OOD,0.27488208,2
test-OOD,0.8765474,2
test-OOD,0.5297415,2
test-OOD,0.115000814,2
test-OOD,0.45582265,2
test-OOD,0.1927677,2
test-OOD,0.5228747,2
test-OOD,0.3817004,2
test-OOD,0.6857329,2
test-OOD,0.73960954,2
test-OOD,0.37479585,2
test-OOD,0.39609462,2
test-OOD,0.6878093,2
test-OOD,0.28363448,2
test-OOD,0.41595712,2
test-OOD,0.72939396,2
test-OOD,0.3190875,2
test-OOD,0.20105167,2
test-OOD,0.30615214,2
test-OOD,0.59905136,2
test-OOD,0.72016656,2
test-OOD,0.23160206,2
test-OOD,0.5913744,2
test-OOD,0.35449266,2
test-OOD,0.15851273,2
test-OOD,0.32397315,2
test-OOD,0.5980229,2
test-ID,0.96083605,3
test-ID,0.7303417,3
test-ID,0.26896524,3
test-ID,0.7761202,3
test-ID,0.9524881,3
test-ID,0.98645246,3
test-ID,0.94067633,3
test-ID,0.6539742,3
test-ID,0.7407911,3
test-ID,0.8365171,3
test-ID,0.9775075,3
test-ID,0.40725493,3
test-ID,0.9894857,3
test-ID,0.96457773,3
test-ID,0.94329625,3
test-ID,0.6828476,3
test-ID,0.9522748,3
test-ID,0.5799861,3
test-ID,0.92655414,3
test-ID,0.32498062,3
test-ID,0.9913522,3
test-ID,0.56098306,3
test-ID,0.78323615,3
test-ID,0.44745153,3
test-ID,0.75377554,3
test-ID,0.9960454,3
test-ID,0.9966648,3
test-ID,0.4315415,3
test-ID,0.51973724,3
test-ID,0.9639504,3
test-ID,0.8358138,3
test-ID,0.21206437,3
test-ID,0.2592999,3
test-ID,0.40295154,3
test-ID,0.8862659,3
test-ID,0.9797395,3
test-ID,0.9853255,3
test-ID,0.67775816,3
test-ID,0.27681988,3
test-ID,0.8864952,3
test-ID,0.94749165,3
test-ID,0.657603,3
test-ID,0.94712526,3
test-ID,0.52356213,3
test-ID,0.93105745,3
test-ID,0.64216125,3
test-ID,0.7338241,3
test-ID,0.99951,3
test-ID,0.99172306,3
test-ID,0.95186585,3
test-ID,0.9992588,3
test-ID,0.9840975,3
test-ID,0.4226178,3
test-ID,0.99832004,3
test-ID,0.7016115,3
test-ID,0.50023466,3
test-ID,0.9949094,3
test-ID,0.8383688,3
test-ID,0.2654282,3
test-ID,0.99857485,3
test-ID,0.9239172,3
test-ID,0.1773577,3
test-ID,0.40666476,3
test-ID,0.99741167,3
test-ID,0.98513967,3
test-ID,0.99780923,3
test-ID,0.9934756,3
test-ID,0.97914666,3
test-ID,0.27163154,3
test-ID,0.99413073,3
test-ID,0.9102771,3
test-ID,0.99877274,3
test-ID,0.9894649,3
test-ID,0.42045707,3
test-ID,0.99114907,3
test-ID,0.751902,3
test-ID,0.9987747,3
test-ID,0.9662426,3
test-ID,0.9984854,3
test-ID,0.937114,3
test-ID,0.9539529,3
test-ID,0.98127997,3
test-ID,0.9988174,3
test-ID,0.9845289,3
test-ID,0.990946,3
test-ID,0.99935746,3
test-ID,0.9992344,3
test-ID,0.993359,3
test-ID,0.99859786,3
test-ID,0.995332,3
test-ID,0.9804281,3
test-ID,0.9988519,3
test-ID,0.8023429,3
test-ID,0.8974879,3
test-ID,0.997788,3
test-ID,0.81861365,3
test-ID,0.5125198,3
test-ID,0.939046,3
test-ID,0.99803615,3
test-ID,0.998373,3
test-ID,0.95119643,3
test-ID,0.9854042,3
test-ID,0.20943215,3
test-ID,0.998112,3
test-ID,0.99707866,3
test-ID,0.999803,3
test-ID,0.91281044,3
test-ID,0.9891716,3
test-ID,0.99883616,3
test-ID,0.9978118,3
test-ID,0.2979603,3
test-ID,0.9983965,3
test-ID,0.9792528,3
test-ID,0.94936776,3
test-ID,0.26465827,3
test-ID,0.65034455,3
test-ID,0.61601424,3
test-ID,0.9542284,3
test-ID,0.10535905,3
test-ID,0.99403656,3
test-ID,0.9942483,3
test-ID,0.9964714,3
test-ID,0.99917233,3
test-ID,0.99448687,3
test-ID,0.37191927,3
test-ID,0.99841905,3
test-ID,0.99648106,3
test-ID,0.98472023,3
test-ID,0.13055174,3
test-ID,0.65627635,3
test-ID,0.8796584,3
test-ID,0.92969126,3
test-ID,0.9715653,3
test-ID,0.8107942,3
test-ID,0.9656325,3
test-ID,0.9997357,3
test-ID,0.975056,3
test-ID,0.9992472,3
test-ID,0.997938,3
test-ID,0.44311032,3
test-ID,0.6427674,3
test-ID,0.9988946,3
test-ID,0.9430499,3
test-ID,0.3862301,3
test-ID,0.3178425,3
test-ID,0.9993943,3
test-ID,0.92479193,3
test-ID,0.9982601,3
test-ID,0.99578387,3
test-ID,0.9697025,3
test-ID,0.88350946,3
test-ID,0.33749595,3
test-ID,0.49613476,3
test-ID,0.994618,3
test-ID,0.9954901,3
test-ID,0.94792,3
test-ID,0.99787563,3
test-ID,0.9086931,3
test-ID,0.99770355,3
test-ID,0.4033701,3
test-ID,0.7705667,3
test-ID,0.89764094,3
test-ID,0.9989853,3
test-ID,0.9991253,3
test-ID,0.24507941,3
test-ID,0.87870395,3
test-ID,0.99829984,3
test-ID,0.9991792,3
test-ID,0.8926222,3
test-ID,0.9577348,3
test-ID,0.94501346,3
test-ID,0.5142019,3
test-ID,0.99363774,3
test-ID,0.71683466,3
test-ID,0.23636976,3
test-ID,0.57271,3
test-ID,0.9990168,3
test-ID,0.436624,3
test-ID,0.99976826,3
test-ID,0.9425375,3
test-ID,0.8509416,3
test-ID,0.9986,3
test-ID,0.94591016,3
test-ID,0.9251678,3
test-ID,0.9746069,3
test-ID,0.6910681,3
test-ID,0.99554634,3
test-ID,0.38003528,3
test-ID,0.99979067,3
test-ID,0.9905335,3
test-ID,0.9963007,3
test-ID,0.34375206,3
test-ID,0.99341714,3
test-ID,0.96737,3
test-ID,0.9972059,3
test-ID,0.8622331,3
test-ID,0.56699324,3
test-ID,0.58870566,3
test-ID,0.3064256,3
test-ID,0.38350508,3
test-ID,0.9935664,3
test-ID,0.32266682,3
test-ID,0.9097161,3
test-ID,0.9841102,3
test-ID,0.98949724,3
test-ID,0.99869037,3
test-ID,0.9223161,3
test-ID,0.9704209,3
test-ID,0.6640587,3
test-ID,0.2136994,3
test-ID,0.83254164,3
test-ID,0.9988013,3
test-ID,0.98839116,3
test-ID,0.78008205,3
test-ID,0.9998026,3
test-ID,0.99777013,3
test-ID,0.9994102,3
test-ID,0.87834746,3
test-ID,0.9979824,3
test-ID,0.99729747,3
test-ID,0.99678004,3
test-ID,0.741243,3
test-ID,0.45556313,3
test-ID,0.96108544,3
test-ID,0.2090679,3
test-ID,0.071109965,3
test-ID,0.7829409,3
test-ID,0.8672791,3
test-ID,0.9645362,3
test-ID,0.9416712,3
test-ID,0.9925398,3
test-ID,0.9905494,3
test-ID,0.2815148,3
test-ID,0.569427,3
test-ID,0.84341526,3
test-ID,0.9988114,3
test-ID,0.9238936,3
test-ID,0.93033797,3
test-ID,0.9994565,3
test-ID,0.99844897,3
test-ID,0.23341356,3
test-ID,0.9987714,3
test-ID,0.99893874,3
test-ID,0.99367905,3
test-ID,0.6951631,3
test-ID,0.31594306,3
test-ID,0.5992597,3
test-ID,0.9405465,3
test-ID,0.98103964,3
test-ID,0.30992115,3
test-ID,0.91802514,3
test-ID,0.6312107,3
test-ID,0.9763337,3
test-ID,0.8969402,3
test-ID,0.9913583,3
test-ID,0.9931979,3
test-ID,0.9979426,3
test-ID,0.90886706,3
test-ID,0.99407965,3
test-ID,0.8961105,3
test-ID,0.987031,3
test-ID,0.9690937,3
test-ID,0.3996013,3
test-ID,0.33108324,3
test-ID,0.67411256,3
test-ID,0.99931014,3
test-ID,0.94665736,3
test-ID,0.43551207,3
test-ID,0.99321544,3
test-ID,0.97027934,3
test-ID,0.9830921,3
test-ID,0.42700082,3
test-ID,0.28295305,3
test-ID,0.88291854,3
test-ID,0.96976066,3
test-ID,0.6924838,3
test-ID,0.8857321,3
test-ID,0.86373895,3
test-ID,0.5390355,3
test-ID,0.84744895,3
test-ID,0.97498244,3
test-ID,0.36128566,3
test-ID,0.18215263,3
test-ID,0.95079553,3
test-ID,0.9634025,3
test-ID,0.97102046,3
test-ID,0.47217295,3
test-ID,0.9956601,3
test-ID,0.97898805,3
test-ID,0.60618585,3
test-ID,0.2742984,3
test-ID,0.9950731,3
test-ID,0.39976174,3
test-ID,0.90788925,3
test-ID,0.9209239,3
test-ID,0.84401345,3
test-ID,0.39703265,3
test-ID,0.99835265,3
test-ID,0.6113541,3
test-ID,0.9595505,3
test-ID,0.8938439,3
test-ID,0.81679106,3
test-ID,0.8372846,3
test-ID,0.9803725,3
test-ID,0.3093202,3
test-ID,0.5932829,3
test-ID,0.32731295,3
test-ID,0.91055083,3
test-ID,0.93220913,3
test-ID,0.9985275,3
test-ID,0.86446375,3
test-ID,0.99610734,3
test-ID,0.6968461,3
test-ID,0.68177044,3
test-ID,0.9869529,3
test-ID,0.72897106,3
test-ID,0.60034335,3
test-ID,0.9086353,3
test-ID,0.3882662,3
test-ID,0.16760415,3
test-ID,0.9679253,3
test-ID,0.58468854,3
test-ID,0.9826373,3
test-ID,0.97564733,3
test-ID,0.24299198,3
test-ID,0.77258235,3
test-ID,0.69447905,3
test-ID,0.32961375,3
test-ID,0.23038587,3
test-ID,0.60576177,3
test-ID,0.35059088,3
test-ID,0.98516816,3
test-ID,0.9150109,3
test-ID,0.9331154,3
test-ID,0.685578,3
test-ID,0.9795824,3
test-ID,0.78542954,3
test-ID,0.9934986,3
test-ID,0.9747044,3
test-ID,0.9010625,3
test-ID,0.80083436,3
test-ID,0.9467406,3
test-OOD,0.5150619,3
test-OOD,0.31676763,3
test-OOD,0.5309654,3
test-OOD,0.35998642,3
test-OOD,0.9908884,3
test-OOD,0.25387475,3
test-OOD,0.15690753,3
test-OOD,0.32773936,3
test-OOD,0.60215926,3
test-OOD,0.6518848,3
test-OOD,0.45961604,3
test-OOD,0.7537279,3
test-OOD,0.5167637,3
test-OOD,0.19727403,3
test-OOD,0.39939478,3
test-OOD,0.5653553,3
test-OOD,0.2914792,3
test-OOD,0.40039426,3
test-OOD,0.28834173,3
test-OOD,0.093435034,3
test-OOD,0.45708472,3
test-OOD,0.38851783,3
test-OOD,0.23520729,3
test-OOD,0.44323325,3
test-OOD,0.6914433,3
test-OOD,0.65451896,3
test-OOD,0.76748663,3
test-OOD,0.4748618,3
test-OOD,0.35746783,3
test-OOD,0.45636123,3
test-OOD,0.8608835,3
test-OOD,0.49854964,3
test-OOD,0.7738291,3
test-OOD,0.4336583,3
test-OOD,0.6927186,3
test-OOD,0.24412782,3
test-OOD,0.58729994,3
test-OOD,0.46046123,3
test-OOD,0.8173641,3
test-OOD,0.9963304,3
test-OOD,0.2942482,3
test-OOD,0.34315646,3
test-OOD,0.54561347,3
test-OOD,0.44455498,3
test-OOD,0.47999516,3
test-OOD,0.47114974,3
test-OOD,0.8989204,3
test-OOD,0.88038445,3
test-OOD,0.65588707,3
test-OOD,0.9069667,3
test-OOD,0.8640626,3
test-OOD,0.525228,3
test-OOD,0.59541285,3
test-OOD,0.9520933,3
test-OOD,0.75546134,3
test-OOD,0.3096823,3
test-OOD,0.7580011,3
test-OOD,0.7971844,3
test-OOD,0.83500135,3
test-OOD,0.81228745,3
test-OOD,0.7432276,3
test-OOD,0.362439,3
test-OOD,0.86398375,3
test-OOD,0.32965326,3
test-OOD,0.44584125,3
test-OOD,0.9808516,3
test-OOD,0.63348436,3
test-OOD,0.57571435,3
test-OOD,0.2611574,3
test-OOD,0.4297246,3
test-OOD,0.9696472,3
test-OOD,0.24617916,3
test-OOD,0.15107872,3
test-OOD,0.48459157,3
test-OOD,0.29134092,3
test-OOD,0.19279988,3
test-OOD,0.73708326,3
test-OOD,0.09463003,3
test-OOD,0.477049,3
test-OOD,0.7093351,3
test-OOD,0.38238293,3
test-OOD,0.7664853,3
test-OOD,0.20342039,3
test-OOD,0.25109497,3
test-OOD,0.6349572,3
test-OOD,0.5513458,3
test-OOD,0.54495937,3
test-OOD,0.47712445,3
test-OOD,0.939841,3
test-OOD,0.31264663,3
test-OOD,0.96400726,3
test-OOD,0.31056064,3
test-OOD,0.93344104,3
test-OOD,0.94034064,3
test-OOD,0.083449244,3
test-OOD,0.8648107,3
test-OOD,0.56279886,3
test-OOD,0.64075303,3
test-OOD,0.57495046,3
test-OOD,0.27077755,3
test-OOD,0.39582157,3
test-OOD,0.19743478,3
test-OOD,0.9624803,3
test-OOD,0.19555046,3
test-OOD,0.78307897,3
test-OOD,0.5136578,3
test-OOD,0.98370725,3
test-OOD,0.5154855,3
test-OOD,0.9008726,3
test-OOD,0.93601555,3
test-OOD,0.44815606,3
test-OOD,0.5271068,3
test-OOD,0.66938233,3
test-OOD,0.8657775,3
test-OOD,0.65816903,3
test-OOD,0.8280525,3
test-OOD,0.33068106,3
test-OOD,0.6729015,3
test-OOD,0.9530408,3
test-OOD,0.83696896,3
test-OOD,0.22215457,3
test-OOD,0.413927,3
test-OOD,0.9298468,3
test-OOD,0.41546538,3
test-OOD,0.32932007,3
test-OOD,0.59590936,3
test-OOD,0.50209314,3
test-OOD,0.9208144,3
test-OOD,0.3762836,3
test-OOD,0.781662,3
test-OOD,0.958488,3
test-OOD,0.71758735,3
test-OOD,0.6006103,3
test-OOD,0.27064037,3
test-OOD,0.69938964,3
test-OOD,0.61832154,3
test-OOD,0.3116246,3
test-OOD,0.29354492,3
test-OOD,0.11039315,3
test-OOD,0.22821552,3
test-OOD,0.5466091,3
test-OOD,0.42141044,3
test-OOD,0.56462294,3
test-OOD,0.9373838,3
test-OOD,0.17778134,3
test-OOD,0.46154565,3
test-OOD,0.5198097,3
test-OOD,0.4575792,3
test-OOD,0.7780617,3
test-OOD,0.40881807,3
test-OOD,0.3825134,3
test-OOD,0.55534637,3
test-OOD,0.36007404,3
test-OOD,0.38201436,3
test-OOD,0.3987652,3
test-OOD,0.53892267,3
test-OOD,0.38909853,3
test-OOD,0.48623776,3
test-OOD,0.52271235,3
test-OOD,0.7912414,3
test-OOD,0.63244927,3
test-OOD,0.61616266,3
test-OOD,0.4328773,3
test-OOD,0.89926714,3
test-OOD,0.9915009,3
test-OOD,0.21848223,3
test-OOD,0.658389,3
test-OOD,0.47202325,3
test-OOD,0.92580605,3
test-OOD,0.72705156,3
test-OOD,0.9066662,3
test-OOD,0.29214588,3
test-OOD,0.23915412,3
test-OOD,0.26844758,3
test-OOD,0.62111735,3
test-OOD,0.55191904,3
test-OOD,0.67676455,3
test-OOD,0.6953529,3
test-OOD,0.7445754,3
test-OOD,0.36169267,3
test-OOD,0.4120773,3
test-OOD,0.5261833,3
test-OOD,0.94106543,3
test-OOD,0.6130096,3
test-OOD,0.2995741,3
test-OOD,0.3547305,3
test-OOD,0.26608828,3
test-OOD,0.62569535,3
test-OOD,0.3313142,3
test-OOD,0.2348248,3
test-OOD,0.20807213,3
test-OOD,0.9388658,3
test-OOD,0.6918639,3
test-OOD,0.6227929,3
test-OOD,0.4775338,3
test-OOD,0.8692586,3
test-OOD,0.73938954,3
test-OOD,0.20288958,3
test-OOD,0.9031444,3
test-OOD,0.34195453,3
test-OOD,0.6214559,3
test-OOD,0.45753574,3
test-OOD,0.9616705,3
test-OOD,0.21944633,3
test-OOD,0.6121251,3
test-OOD,0.44132823,3
test-OOD,0.5132799,3
test-OOD,0.4162842,3
test-OOD,0.6792342,3
test-OOD,0.4097939,3
test-OOD,0.8144238,3
test-OOD,0.8694922,3
test-OOD,0.45029446,3
test-OOD,0.65051556,3
