data,confidence,balance,fold
test-ID,0.26260075,0.0,3
test-ID,0.41802996,0.0,3
test-ID,0.9855827,0.0,3
test-ID,0.72026813,0.0,3
test-ID,0.2619381,0.0,3
test-ID,0.43172842,0.0,3
test-ID,0.36325604,0.0,3
test-ID,0.4199434,0.0,3
test-ID,0.3144034,0.0,3
test-ID,0.34993178,0.0,3
test-ID,0.9258201,0.0,3
test-ID,0.20138198,0.0,3
test-ID,0.77712405,0.0,3
test-ID,0.20282985,0.0,3
test-ID,0.35840482,0.0,3
test-ID,0.3448426,0.0,3
test-ID,0.9070795,0.0,3
test-ID,0.9575628,0.0,3
test-ID,0.2359085,0.0,3
test-ID,0.25473705,0.0,3
test-ID,0.93584347,0.0,3
test-ID,0.56974363,0.0,3
test-ID,0.31317353,0.0,3
test-ID,0.15473047,0.0,3
test-ID,0.84987164,0.0,3
test-ID,0.60484374,0.0,3
test-ID,0.5003098,0.0,3
test-ID,0.3759665,0.0,3
test-ID,0.09631881,0.0,3
test-ID,0.3177911,0.0,3
test-ID,0.64015627,0.0,3
test-ID,0.6162325,0.0,3
test-ID,0.6302586,0.0,3
test-ID,0.11701757,0.0,3
test-ID,0.58773243,0.0,3
test-ID,0.9963879,0.0,3
test-ID,0.3595271,0.0,3
test-ID,0.98773706,0.0,3
test-ID,0.99821514,0.0,3
test-ID,0.9665814,0.0,3
test-ID,0.4620782,0.0,3
test-ID,0.21717376,0.0,3
test-ID,0.99580956,0.0,3
test-ID,0.5793637,0.0,3
test-ID,0.39317364,0.0,3
test-ID,0.98105854,0.0,3
test-ID,0.3162887,0.0,3
test-ID,0.95424145,0.0,3
test-ID,0.9934602,0.0,3
test-ID,0.7641686,0.0,3
test-ID,0.6438106,0.0,3
test-ID,0.6449031,0.0,3
test-ID,0.9819946,0.0,3
test-ID,0.5411408,0.0,3
test-ID,0.649572,0.0,3
test-ID,0.9909985,0.0,3
test-ID,0.6045333,0.0,3
test-ID,0.44780403,0.0,3
test-ID,0.22561,0.0,3
test-ID,0.5893884,0.0,3
test-ID,0.1288327,0.0,3
test-ID,0.8713406,0.0,3
test-ID,0.5683427,0.0,3
test-ID,0.5892929,0.0,3
test-ID,0.39006746,0.0,3
test-ID,0.32035887,0.0,3
test-ID,0.99611163,0.0,3
test-ID,0.22864906,0.0,3
test-ID,0.65595275,0.0,3
test-ID,0.19695742,0.0,3
test-ID,0.22396198,0.0,3
test-ID,0.47011203,0.0,3
test-ID,0.32940254,0.0,3
test-ID,0.38877523,0.0,3
test-ID,0.6969004,0.0,3
test-ID,0.991647,0.0,3
test-ID,0.2409122,0.0,3
test-ID,0.3379429,0.0,3
test-ID,0.119341776,0.0,3
test-ID,0.17174414,0.0,3
test-ID,0.99621975,0.0,3
test-ID,0.17362586,0.0,3
test-ID,0.32145596,0.0,3
test-ID,0.053413063,0.0,3
test-ID,0.94458824,0.0,3
test-ID,0.86472404,0.0,3
test-ID,0.21242516,0.0,3
test-ID,0.41731632,0.0,3
test-ID,0.11542955,0.0,3
test-ID,0.4808946,0.0,3
test-ID,0.208543,0.0,3
test-ID,0.46490535,0.0,3
test-ID,0.7232009,0.0,3
test-ID,0.94277287,0.0,3
test-ID,0.41398042,0.0,3
test-ID,0.14288044,0.0,3
test-ID,0.67388093,0.0,3
test-ID,0.51102906,0.0,3
test-ID,0.57293326,0.0,3
test-ID,0.7320274,0.0,3
test-ID,0.93180543,0.0,3
test-ID,0.9648925,0.0,3
test-ID,0.3936627,0.0,3
test-ID,0.34364933,0.0,3
test-ID,0.99440783,0.0,3
test-ID,0.96170634,0.0,3
test-ID,0.9307658,0.0,3
test-ID,0.7722907,0.0,3
test-ID,0.5370805,0.0,3
test-ID,0.7540326,0.0,3
test-ID,0.34404114,0.0,3
test-ID,0.25374773,0.0,3
test-ID,0.78823555,0.0,3
test-ID,0.5960778,0.0,3
test-ID,0.99160045,0.0,3
test-ID,0.94574755,0.0,3
test-ID,0.3639164,0.0,3
test-ID,0.39167815,0.0,3
test-ID,0.22084066,0.0,3
test-ID,0.7254946,0.0,3
test-ID,0.79633486,0.0,3
test-ID,0.2723292,0.0,3
test-ID,0.46784705,0.0,3
test-ID,0.6569139,0.0,3
test-ID,0.18741296,0.0,3
test-ID,0.13182418,0.0,3
test-ID,0.5484429,0.0,3
test-ID,0.34767553,0.0,3
test-ID,0.23685774,0.0,3
test-ID,0.1372818,0.0,3
test-ID,0.7155797,0.0,3
test-ID,0.15887289,0.0,3
test-ID,0.30662265,0.0,3
test-ID,0.40902162,0.0,3
test-ID,0.9882787,0.0,3
test-ID,0.8821129,0.0,3
test-ID,0.9730903,0.0,3
test-ID,0.6327706,0.0,3
test-ID,0.42963475,0.0,3
test-ID,0.7973926,0.0,3
test-ID,0.9286488,0.0,3
test-ID,0.87487215,0.0,3
test-ID,0.888086,0.0,3
test-ID,0.96251005,0.0,3
test-ID,0.8971715,0.0,3
test-ID,0.6585241,0.0,3
test-ID,0.9767618,0.0,3
test-ID,0.98581946,0.0,3
test-ID,0.9983481,0.0,3
test-ID,0.80984473,0.0,3
test-ID,0.6309396,0.0,3
test-ID,0.13840882,0.0,3
test-ID,0.6454989,0.0,3
test-ID,0.3003187,0.0,3
test-ID,0.98408645,0.0,3
test-ID,0.9833661,0.0,3
test-ID,0.6160681,0.0,3
test-ID,0.9368404,0.0,3
test-ID,0.94878995,0.0,3
test-ID,0.33349246,0.0,3
test-ID,0.6310154,0.0,3
test-ID,0.32349968,0.0,3
test-ID,0.28231454,0.0,3
test-ID,0.5124506,0.0,3
test-ID,0.7188172,0.0,3
test-ID,0.13179885,0.0,3
test-ID,0.99662805,0.0,3
test-ID,0.31057912,0.0,3
test-ID,0.98021215,0.0,3
test-ID,0.61865425,0.0,3
test-ID,0.99089676,0.0,3
test-ID,0.31957388,0.0,3
test-ID,0.24954276,0.0,3
test-ID,0.99258447,0.0,3
test-ID,0.35187548,0.0,3
test-ID,0.94251126,0.0,3
test-ID,0.31917647,0.0,3
test-ID,0.56725824,0.0,3
test-ID,0.4242003,0.0,3
test-ID,0.95482004,0.0,3
test-ID,0.45264244,0.0,3
test-ID,0.30678633,0.0,3
test-ID,0.27778453,0.0,3
test-ID,0.9712075,0.0,3
test-ID,0.99602705,0.0,3
test-ID,0.15783748,0.0,3
test-ID,0.3187471,0.0,3
test-ID,0.96716875,0.0,3
test-ID,0.42696252,0.0,3
test-ID,0.63690925,0.0,3
test-ID,0.7918502,0.0,3
test-ID,0.9128468,0.0,3
test-ID,0.7227471,0.0,3
test-ID,0.9938295,0.0,3
test-ID,0.92949516,0.0,3
test-ID,0.9166026,0.0,3
test-ID,0.77004266,0.0,3
test-ID,0.51442516,0.0,3
test-ID,0.19133082,0.0,3
test-ID,0.35087252,0.0,3
test-ID,0.17607434,0.0,3
test-ID,0.9342675,0.0,3
test-ID,0.9887418,0.0,3
test-ID,0.6202915,0.0,3
test-ID,0.5635991,0.0,3
test-ID,0.13967419,0.0,3
test-ID,0.5286321,0.0,3
test-ID,0.67594934,0.0,3
test-ID,0.9682436,0.0,3
test-ID,0.9726488,0.0,3
test-ID,0.16422375,0.0,3
test-ID,0.9939877,0.0,3
test-ID,0.93554044,0.0,3
test-ID,0.3950946,0.0,3
test-ID,0.9408393,0.0,3
test-ID,0.47465795,0.0,3
test-ID,0.11624633,0.0,3
test-ID,0.3267694,0.0,3
test-ID,0.8067939,0.0,3
test-ID,0.76531655,0.0,3
test-ID,0.32264546,0.0,3
test-ID,0.6857956,0.0,3
test-ID,0.9838071,0.0,3
test-ID,0.93954575,0.0,3
test-ID,0.8777172,0.0,3
test-ID,0.85351354,0.0,3
test-ID,0.38477385,0.0,3
test-ID,0.4381317,0.0,3
test-ID,0.3177102,0.0,3
test-ID,0.73755795,0.0,3
test-ID,0.13166463,0.0,3
test-ID,0.44849628,0.0,3
test-ID,0.8500155,0.0,3
test-ID,0.19785976,0.0,3
test-ID,0.17709897,0.0,3
test-ID,0.21597111,0.0,3
test-ID,0.99319905,0.0,3
test-ID,0.7494663,0.0,3
test-ID,0.898959,0.0,3
test-ID,0.25234988,0.0,3
test-ID,0.09945409,0.0,3
test-ID,0.3341899,0.0,3
test-ID,0.9404642,0.0,3
test-ID,0.42650038,0.0,3
test-ID,0.9864736,0.0,3
test-ID,0.20086662,0.0,3
test-ID,0.8416573,0.0,3
test-ID,0.97773075,0.0,3
test-ID,0.2696227,0.0,3
test-ID,0.36935672,0.0,3
test-ID,0.5333099,0.0,3
test-ID,0.58235353,0.0,3
test-ID,0.53321296,0.0,3
test-ID,0.8864149,0.0,3
test-ID,0.43054596,0.0,3
test-ID,0.241722,0.0,3
test-ID,0.2825029,0.0,3
test-ID,0.86415404,0.0,3
test-ID,0.9543983,0.0,3
test-ID,0.98544073,0.0,3
test-ID,0.51033556,0.0,3
test-ID,0.9935215,0.0,3
test-ID,0.5628678,0.0,3
test-ID,0.48661882,0.0,3
test-ID,0.9273313,0.0,3
test-ID,0.99203855,0.0,3
test-ID,0.68238944,0.0,3
test-ID,0.14035752,0.0,3
test-ID,0.798936,0.0,3
test-ID,0.06640977,0.0,3
test-ID,0.16081943,0.0,3
test-ID,0.19091399,0.0,3
test-ID,0.964803,0.0,3
test-ID,0.96752435,0.0,3
test-ID,0.6688564,0.0,3
test-ID,0.24299039,0.0,3
test-ID,0.98885965,0.0,3
test-ID,0.4032983,0.0,3
test-ID,0.7579495,0.0,3
test-ID,0.22248791,0.0,3
test-ID,0.30218518,0.0,3
test-ID,0.71703196,0.0,3
test-ID,0.95925504,0.0,3
test-ID,0.6233871,0.0,3
test-ID,0.656043,0.0,3
test-ID,0.9890347,0.0,3
test-ID,0.5253213,0.0,3
test-ID,0.895611,0.0,3
test-ID,0.98096895,0.0,3
test-ID,0.29261538,0.0,3
test-ID,0.11795385,0.0,3
test-ID,0.31842226,0.0,3
test-ID,0.6301748,0.0,3
test-ID,0.9945997,0.0,3
test-ID,0.42035973,0.0,3
test-ID,0.36090785,0.0,3
test-ID,0.15608081,0.0,3
test-ID,0.15731157,0.0,3
test-ID,0.93520963,0.0,3
test-ID,0.8456907,0.0,3
test-ID,0.993027,0.0,3
test-ID,0.06966388,0.0,3
test-ID,0.60420644,0.0,3
test-ID,0.9120328,0.0,3
test-ID,0.30141306,0.0,3
test-ID,0.2897098,0.0,3
test-ID,0.45572096,0.0,3
test-ID,0.9115415,0.0,3
test-ID,0.6585798,0.0,3
test-ID,0.3177528,0.0,3
test-ID,0.8634217,0.0,3
test-ID,0.34999764,0.0,3
test-ID,0.53531355,0.0,3
test-ID,0.252906,0.0,3
test-ID,0.5572157,0.0,3
test-ID,0.30958977,0.0,3
test-OOD,0.4297079,0.0,3
test-OOD,0.27483797,0.0,3
test-OOD,0.54385984,0.0,3
test-OOD,0.30559564,0.0,3
test-OOD,0.54037935,0.0,3
test-OOD,0.23213433,0.0,3
test-OOD,0.32325327,0.0,3
test-OOD,0.37568092,0.0,3
test-OOD,0.52741873,0.0,3
test-OOD,0.064308286,0.0,3
test-OOD,0.38280383,0.0,3
test-OOD,0.38877136,0.0,3
test-OOD,0.5144335,0.0,3
test-OOD,0.41123718,0.0,3
test-OOD,0.31406268,0.0,3
test-OOD,0.60649717,0.0,3
test-OOD,0.54872996,0.0,3
test-OOD,0.12543349,0.0,3
test-OOD,0.09094359,0.0,3
test-OOD,0.53676635,0.0,3
test-OOD,0.35374865,0.0,3
test-OOD,0.37552148,0.0,3
test-OOD,0.57647413,0.0,3
test-OOD,0.544731,0.0,3
test-OOD,0.25124362,0.0,3
test-OOD,0.45748645,0.0,3
test-OOD,0.22297545,0.0,3
test-OOD,0.1725112,0.0,3
test-OOD,0.12481703,0.0,3
test-OOD,0.2361326,0.0,3
test-OOD,0.33109748,0.0,3
test-OOD,0.32251334,0.0,3
test-OOD,0.21226114,0.0,3
test-OOD,0.21097848,0.0,3
test-OOD,0.29480866,0.0,3
test-OOD,0.24947478,0.0,3
test-OOD,0.38283318,0.0,3
test-OOD,0.31967974,0.0,3
test-OOD,0.47418958,0.0,3
test-OOD,0.65711194,0.0,3
test-OOD,0.03577076,0.0,3
test-OOD,0.34377033,0.0,3
test-OOD,0.510286,0.0,3
test-OOD,0.12145595,0.0,3
test-OOD,0.30760688,0.0,3
test-OOD,0.36482835,0.0,3
test-OOD,0.3857187,0.0,3
test-OOD,0.31578803,0.0,3
test-OOD,0.33297098,0.0,3
test-OOD,0.14156869,0.0,3
test-OOD,0.28079087,0.0,3
test-OOD,0.46482965,0.0,3
test-OOD,0.13144544,0.0,3
test-OOD,0.16325505,0.0,3
test-OOD,0.08013485,0.0,3
test-OOD,0.1627805,0.0,3
test-OOD,0.119960144,0.0,3
test-OOD,0.122703895,0.0,3
test-OOD,0.42677915,0.0,3
test-OOD,0.61107486,0.0,3
test-OOD,0.36594456,0.0,3
test-OOD,0.1765564,0.0,3
test-OOD,0.24723502,0.0,3
test-OOD,0.1383551,0.0,3
test-OOD,0.36748475,0.0,3
test-OOD,0.26367316,0.0,3
test-OOD,0.24173947,0.0,3
test-OOD,0.61474216,0.0,3
test-OOD,0.16727062,0.0,3
test-OOD,0.19691662,0.0,3
test-OOD,0.22936904,0.0,3
test-OOD,0.13534294,0.0,3
test-OOD,0.09108649,0.0,3
test-OOD,0.21181008,0.0,3
test-OOD,0.34043038,0.0,3
test-OOD,0.16860859,0.0,3
test-OOD,0.07076351,0.0,3
test-OOD,0.2990418,0.0,3
test-OOD,0.12608753,0.0,3
test-OOD,0.1245316,0.0,3
test-OOD,0.6304651,0.0,3
test-OOD,0.15306996,0.0,3
test-OOD,0.347561,0.0,3
test-OOD,0.1777661,0.0,3
test-OOD,0.6109637,0.0,3
test-OOD,0.24577954,0.0,3
test-OOD,0.17858276,0.0,3
test-OOD,0.23454106,0.0,3
test-OOD,0.16956219,0.0,3
test-OOD,0.15560275,0.0,3
test-OOD,0.3251285,0.0,3
test-OOD,0.5283585,0.0,3
test-OOD,0.153953,0.0,3
test-OOD,0.2256752,0.0,3
test-OOD,0.1976172,0.0,3
test-OOD,0.36235675,0.0,3
test-OOD,0.19085208,0.0,3
test-OOD,0.16707109,0.0,3
test-OOD,0.28911373,0.0,3
test-OOD,0.23592329,0.0,3
test-OOD,0.32709396,0.0,3
test-OOD,0.2514068,0.0,3
test-OOD,0.09845844,0.0,3
test-OOD,0.060644448,0.0,3
test-OOD,0.3145281,0.0,3
test-OOD,0.48943704,0.0,3
test-OOD,0.0913419,0.0,3
test-OOD,0.10965788,0.0,3
test-OOD,0.10830009,0.0,3
test-OOD,0.16544835,0.0,3
test-OOD,0.11434214,0.0,3
test-OOD,0.3673998,0.0,3
test-OOD,0.49188906,0.0,3
test-OOD,0.061592292,0.0,3
test-OOD,0.23673856,0.0,3
test-OOD,0.36911732,0.0,3
test-OOD,0.14353348,0.0,3
test-OOD,0.15398613,0.0,3
test-OOD,0.1019294,0.0,3
test-OOD,0.09541409,0.0,3
test-OOD,0.14687242,0.0,3
test-OOD,0.15327567,0.0,3
test-OOD,0.28359747,0.0,3
test-OOD,0.05173674,0.0,3
test-OOD,0.2431667,0.0,3
test-OOD,0.30821556,0.0,3
test-OOD,0.11259897,0.0,3
test-OOD,0.11571394,0.0,3
test-OOD,0.8939815,0.0,3
test-OOD,0.64316833,0.0,3
test-OOD,0.05618589,0.0,3
test-OOD,0.14059944,0.0,3
test-OOD,0.4268466,0.0,3
test-OOD,0.11043468,0.0,3
test-OOD,0.24904563,0.0,3
test-OOD,0.33857554,0.0,3
test-OOD,0.21010266,0.0,3
test-OOD,0.27544904,0.0,3
test-OOD,0.20812584,0.0,3
test-OOD,0.18335657,0.0,3
test-OOD,0.31958982,0.0,3
test-OOD,0.13835536,0.0,3
test-OOD,0.48498964,0.0,3
test-OOD,0.08476587,0.0,3
test-OOD,0.09992635,0.0,3
test-OOD,0.095415056,0.0,3
test-OOD,0.31628913,0.0,3
test-OOD,0.36447233,0.0,3
test-OOD,0.16692495,0.0,3
test-OOD,0.084813595,0.0,3
test-OOD,0.10161312,0.0,3
test-OOD,0.15608014,0.0,3
test-OOD,0.104904085,0.0,3
test-OOD,0.3404671,0.0,3
test-OOD,0.4856527,0.0,3
test-OOD,0.049396455,0.0,3
test-OOD,0.21855338,0.0,3
test-OOD,0.3186062,0.0,3
test-OOD,0.53994226,0.0,3
test-OOD,0.24741693,0.0,3
test-OOD,0.63679576,0.0,3
test-OOD,0.37836954,0.0,3
test-OOD,0.31519437,0.0,3
test-OOD,0.055450983,0.0,3
test-OOD,0.12204482,0.0,3
test-OOD,0.6231168,0.0,3
test-OOD,0.7692728,0.0,3
test-OOD,0.11988616,0.0,3
test-OOD,0.43748206,0.0,3
test-OOD,0.44003242,0.0,3
test-OOD,0.19608425,0.0,3
test-OOD,0.29747513,0.0,3
test-OOD,0.32867575,0.0,3
test-OOD,0.26868996,0.0,3
test-OOD,0.34121072,0.0,3
test-OOD,0.3193494,0.0,3
test-OOD,0.29733232,0.0,3
test-OOD,0.7758136,0.0,3
test-OOD,0.25855336,0.0,3
test-OOD,0.4559461,0.0,3
test-OOD,0.6880195,0.0,3
test-OOD,0.14427549,0.0,3
test-OOD,0.11542083,0.0,3
test-OOD,0.14211068,0.0,3
test-OOD,0.89266723,0.0,3
test-OOD,0.22722541,0.0,3
test-OOD,0.19178382,0.0,3
test-OOD,0.1890876,0.0,3
test-OOD,0.30775568,0.0,3
test-OOD,0.53997827,0.0,3
test-OOD,0.4353328,0.0,3
test-OOD,0.4275822,0.0,3
test-OOD,0.3083499,0.0,3
test-OOD,0.6604353,0.0,3
test-OOD,0.39269722,0.0,3
test-OOD,0.1601638,0.0,3
test-OOD,0.1857452,0.0,3
test-OOD,0.19293694,0.0,3
test-OOD,0.22581229,0.0,3
test-OOD,0.28632802,0.0,3
test-OOD,0.34606552,0.0,3
test-OOD,0.37933022,0.0,3
test-OOD,0.12714723,0.0,3
test-OOD,0.31283647,0.0,3
test-OOD,0.15139723,0.0,3
test-OOD,0.08011161,0.0,3
test-OOD,0.33680773,0.0,3
test-OOD,0.33752263,0.0,3
test-OOD,0.17571485,0.0,3
test-OOD,0.34435913,0.0,3
test-OOD,0.17926426,0.0,3
test-OOD,0.04743211,0.0,3
test-OOD,0.48256904,0.0,3
test-OOD,0.25496054,0.0,3
test-OOD,0.19898748,0.0,3
test-OOD,0.14402261,0.0,3
test-OOD,0.48928642,0.0,3
test-OOD,0.5410031,0.0,3
test-OOD,0.22099526,0.0,3
test-OOD,0.32890275,0.0,3
test-OOD,0.14315078,0.0,3
test-OOD,0.395976,0.0,3
test-OOD,0.24448058,0.0,3
test-OOD,0.23919226,0.0,3
test-OOD,0.16095942,0.0,3
test-OOD,0.09019582,0.0,3
test-OOD,0.2535743,0.0,3
test-OOD,0.2799762,0.0,3
test-OOD,0.24348834,0.0,3
test-OOD,0.2919167,0.0,3
test-OOD,0.3617367,0.0,3
test-OOD,0.22120012,0.0,3
test-OOD,0.24246505,0.0,3
test-OOD,0.39400673,0.0,3
test-OOD,0.9397015,0.0,3
test-OOD,0.6492397,0.0,3
test-OOD,0.16475691,0.0,3
test-OOD,0.1287316,0.0,3
test-OOD,0.21392225,0.0,3
test-OOD,0.20698978,0.0,3
test-OOD,0.28669772,0.0,3
test-OOD,0.22162056,0.0,3
test-OOD,0.14195898,0.0,3
test-OOD,0.24606676,0.0,3
test-OOD,0.087086394,0.0,3
test-OOD,0.4532741,0.0,3
test-OOD,0.6333435,0.0,3
test-OOD,0.6240659,0.0,3
test-OOD,0.45139417,0.0,3
test-OOD,0.21335216,0.0,3
test-OOD,0.56451017,0.0,3
test-OOD,0.4120353,0.0,3
test-OOD,0.2584099,0.0,3
test-OOD,0.14832495,0.0,3
test-OOD,0.41291684,0.0,3
test-OOD,0.1465729,0.0,3
test-OOD,0.44919395,0.0,3
test-OOD,0.6713689,0.0,3
test-OOD,0.76645225,0.0,3
test-OOD,0.91187006,0.0,3
test-OOD,0.22574498,0.0,3
test-OOD,0.1616989,0.0,3
test-OOD,0.48726648,0.0,3
test-OOD,0.29748031,0.0,3
test-OOD,0.39732403,0.0,3
test-OOD,0.42238837,0.0,3
test-OOD,0.1336596,0.0,3
test-OOD,0.28808546,0.0,3
test-OOD,0.21327375,0.0,3
test-OOD,0.4670238,0.0,3
test-OOD,0.27081293,0.0,3
test-OOD,0.2772974,0.0,3
test-OOD,0.23607185,0.0,3
test-OOD,0.064101085,0.0,3
test-OOD,0.13150772,0.0,3
test-OOD,0.37670463,0.0,3
test-OOD,0.66503817,0.0,3
test-OOD,0.19703126,0.0,3
test-OOD,0.7404857,0.0,3
test-OOD,0.2975703,0.0,3
test-OOD,0.10599615,0.0,3
test-OOD,0.37354544,0.0,3
test-OOD,0.42430177,0.0,3
test-OOD,0.5621112,0.0,3
test-OOD,0.24271241,0.0,3
test-OOD,0.5453581,0.0,3
test-OOD,0.5588239,0.0,3
test-OOD,0.695838,0.0,3
test-OOD,0.2418702,0.0,3
test-OOD,0.3808353,0.0,3
test-OOD,0.16545573,0.0,3
test-OOD,0.34650415,0.0,3
test-OOD,0.7950276,0.0,3
test-OOD,0.21685103,0.0,3
test-OOD,0.34365004,0.0,3
test-OOD,0.40084273,0.0,3
test-OOD,0.547928,0.0,3
test-OOD,0.5875765,0.0,3
test-OOD,0.19571105,0.0,3
test-OOD,0.2786919,0.0,3
test-OOD,0.5821598,0.0,3
test-OOD,0.21562324,0.0,3
test-OOD,0.22116104,0.0,3
test-OOD,0.26660553,0.0,3
test-OOD,0.70898104,0.0,3
test-OOD,0.51289016,0.0,3
test-OOD,0.52786463,0.0,3
test-OOD,0.5211988,0.0,3
test-OOD,0.51497346,0.0,3
test-OOD,0.4995115,0.0,3
test-OOD,0.4249317,0.0,3
test-OOD,0.18867055,0.0,3
test-OOD,0.4682985,0.0,3
test-OOD,0.24010746,0.0,3
test-OOD,0.08212818,0.0,3
test-OOD,0.32235935,0.0,3
test-OOD,0.14982602,0.0,3
test-OOD,0.13594495,0.0,3
test-OOD,0.17345192,0.0,3
test-OOD,0.20209545,0.0,3
test-OOD,0.2804659,0.0,3
test-OOD,0.6219722,0.0,3
test-OOD,0.13905323,0.0,3
test-OOD,0.18638784,0.0,3
test-OOD,0.37108922,0.0,3
test-OOD,0.133634,0.0,3
test-OOD,0.24484137,0.0,3
test-OOD,0.21451032,0.0,3
test-OOD,0.27186444,0.0,3
test-OOD,0.48232675,0.0,3
test-OOD,0.24466275,0.0,3
test-OOD,0.45460337,0.0,3
test-OOD,0.35374418,0.0,3
test-OOD,0.20031565,0.0,3
test-OOD,0.16485362,0.0,3
test-OOD,0.28570828,0.0,3
test-OOD,0.69392496,0.0,3
test-OOD,0.24387813,0.0,3
test-OOD,0.468048,0.0,3
test-OOD,0.37788296,0.0,3
test-OOD,0.26981923,0.0,3
test-OOD,0.31228465,0.0,3
test-OOD,0.4220646,0.0,3
test-OOD,0.4937566,0.0,3
test-OOD,0.10063006,0.0,3
test-OOD,0.24790554,0.0,3
test-OOD,0.5138054,0.0,3
test-OOD,0.9144082,0.0,3
test-OOD,0.20396927,0.0,3
test-OOD,0.17881782,0.0,3
test-OOD,0.302666,0.0,3
test-OOD,0.31280094,0.0,3
test-OOD,0.14454438,0.0,3
test-OOD,0.2041749,0.0,3
test-OOD,0.07662298,0.0,3
test-OOD,0.08961125,0.0,3
test-OOD,0.47777915,0.0,3
test-OOD,0.17740571,0.0,3
test-OOD,0.25176325,0.0,3
test-OOD,0.21612598,0.0,3
test-OOD,0.48169023,0.0,3
test-OOD,0.24831375,0.0,3
test-OOD,0.18113674,0.0,3
test-OOD,0.53902256,0.0,3
test-OOD,0.40732974,0.0,3
test-OOD,0.24524024,0.0,3
test-OOD,0.270141,0.0,3
test-OOD,0.2571265,0.0,3
test-OOD,0.3144525,0.0,3
test-OOD,0.2847276,0.0,3
test-OOD,0.3148759,0.0,3
test-OOD,0.23661675,0.0,3
test-OOD,0.18167181,0.0,3
test-OOD,0.13035336,0.0,3
test-OOD,0.090292156,0.0,3
test-OOD,0.34791625,0.0,3
test-OOD,0.43070555,0.0,3
test-OOD,0.30221763,0.0,3
test-OOD,0.39447322,0.0,3
test-OOD,0.22769609,0.0,3
test-OOD,0.17465165,0.0,3
test-OOD,0.14927788,0.0,3
test-OOD,0.23740096,0.0,3
test-OOD,0.40451124,0.0,3
test-OOD,0.18705325,0.0,3
test-OOD,0.43229705,0.0,3
test-OOD,0.6552008,0.0,3
test-OOD,0.4575398,0.0,3
test-OOD,0.5801452,0.0,3
test-OOD,0.15526646,0.0,3
test-OOD,0.64961827,0.0,3
test-OOD,0.28957015,0.0,3
test-OOD,0.4166095,0.0,3
test-OOD,0.076540545,0.0,3
test-OOD,0.2554994,0.0,3
test-OOD,0.4305672,0.0,3
test-OOD,0.66942567,0.0,3
test-OOD,0.52549124,0.0,3
test-OOD,0.29749122,0.0,3
test-OOD,0.70169747,0.0,3
test-OOD,0.17042762,0.0,3
test-OOD,0.6472442,0.0,3
test-OOD,0.26337257,0.0,3
test-OOD,0.14649251,0.0,3
test-OOD,0.66687673,0.0,3
test-OOD,0.4684549,0.0,3
test-OOD,0.22551806,0.0,3
test-OOD,0.15479164,0.0,3
test-OOD,0.21165667,0.0,3
test-OOD,0.3472583,0.0,3
test-OOD,0.45666158,0.0,3
test-OOD,0.17496632,0.0,3
test-OOD,0.37879622,0.0,3
test-OOD,0.2031695,0.0,3
test-OOD,0.37987694,0.0,3
test-OOD,0.26452252,0.0,3
test-OOD,0.68254185,0.0,3
test-OOD,0.17018126,0.0,3
test-OOD,0.5370588,0.0,3
test-OOD,0.41414344,0.0,3
test-OOD,0.31630978,0.0,3
test-OOD,0.17801164,0.0,3
test-OOD,0.4618226,0.0,3
test-OOD,0.66445076,0.0,3
test-OOD,0.38937524,0.0,3
test-OOD,0.099011675,0.0,3
test-OOD,0.6130106,0.0,3
test-OOD,0.29855558,0.0,3
test-OOD,0.12172586,0.0,3
test-OOD,0.45159572,0.0,3
test-OOD,0.09113835,0.0,3
test-OOD,0.3315398,0.0,3
test-OOD,0.4024802,0.0,3
test-OOD,0.5359541,0.0,3
test-OOD,0.22940794,0.0,3
test-OOD,0.7026144,0.0,3
test-OOD,0.056337565,0.0,3
test-OOD,0.19891417,0.0,3
test-OOD,0.1388988,0.0,3
test-OOD,0.5411092,0.0,3
test-OOD,0.2931178,0.0,3
test-OOD,0.7033508,0.0,3
test-OOD,0.065923765,0.0,3
test-OOD,0.14986096,0.0,3
test-OOD,0.48940307,0.0,3
test-OOD,0.20424551,0.0,3
test-OOD,0.3134882,0.0,3
test-OOD,0.14748468,0.0,3
test-OOD,0.3648235,0.0,3
test-OOD,0.17975962,0.0,3
test-OOD,0.25129852,0.0,3
test-OOD,0.63083977,0.0,3
test-OOD,0.30389524,0.0,3
test-OOD,0.5082985,0.0,3
test-OOD,0.6343043,0.0,3
test-OOD,0.20546497,0.0,3
test-OOD,0.13736428,0.0,3
test-OOD,0.19272195,0.0,3
test-OOD,0.19391344,0.0,3
test-OOD,0.14519049,0.0,3
test-OOD,0.6592718,0.0,3
test-OOD,0.29376054,0.0,3
test-OOD,0.72186047,0.0,3
test-OOD,0.20105736,0.0,3
test-OOD,0.4325603,0.0,3
test-OOD,0.25598207,0.0,3
test-OOD,0.3040919,0.0,3
test-OOD,0.3448934,0.0,3
test-OOD,0.34555674,0.0,3
test-OOD,0.087204665,0.0,3
test-OOD,0.63669,0.0,3
test-OOD,0.32604074,0.0,3
test-OOD,0.21147704,0.0,3
test-OOD,0.22962934,0.0,3
test-OOD,0.1361998,0.0,3
test-OOD,0.1507427,0.0,3
test-OOD,0.3224566,0.0,3
test-OOD,0.69182485,0.0,3
test-OOD,0.15348507,0.0,3
test-OOD,0.48585182,0.0,3
